EstacaoCodigo,Data,Maxima,Total,DiaMaxima,NumDiasDeChuva,TotalAnual,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31
734006,01/07/2010,39.4,222.4,22,20,,0,1.1,0,0,2.2,1.8,0,12.1,3.6,27.2,0,0.2,5.8,0,0,18.9,26.2,19.6,0,0,0,39.4,18,0.2,19.8,2.3,2,1.8,9.4,0,10.8
734006,01/06/2010,41.6,256.3,18,18,,8.5,0,1.6,39.4,5.6,0,0,1.4,0,5,0,0.6,0,29.8,22.6,7.2,41.2,41.6,0,0,2.6,2,24,0,0,8.4,0,1.4,13.4,0,
734006,01/05/2010,33,111.7,31,15,,0,0,18.8,11,22.4,0.8,0,0,4.4,0,0,0,3.2,5.2,0,0,0,0.2,0,0,0,0,0.1,4.4,3.6,2.1,2.3,0,0,0.2,33
734006,01/04/2010,43,165.9,19,18,,1,0,0,4.8,0.1,6.1,20.8,0,15.4,25.6,0,0,0,5,4,0,2.4,27.9,43,0.8,0,0,3.1,0,1.8,0,0.8,2.7,0.6,0,
734006,01/03/2010,12.9,30.9,24,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.2,0,0,0.2,0,0,12.9,0.9,1,0.1,0,11.8,2,0
734006,01/02/2010,18.2,76.9,23,12,,0,3.2,0,0,0,0,0,0,0,4.8,0.4,0,4.4,4.9,0,11.6,0.6,0,5.6,5.8,1.2,16.2,18.2,0,0,0,0,0,,,
734006,01/01/2010,23.9,110.9,24,16,,2.4,1,17.6,4.6,0,0,0,0,0,2.2,1.6,6.7,0,0.1,0,2.8,10.9,12.2,9.8,2.8,7.6,0,0,23.9,0,0,0,0,0,4.7,0
734006,01/12/2009,10.6,25.5,22,10,,0,0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,3.8,0.5,4.4,0,0,0,10.6,2.2,0.4,0,0,0.5,0,0,0.3,0
734006,01/11/2009,38.4,45.8,14,10,,0,0,0,0.3,0.2,0,0.3,1,0,0,0,0.1,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.2,4.6,0.4,
734006,01/10/2009,9.8,19.3,31,5,,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.1,0,3.3,0,0,0,0,0,0,0,5.8,0,0,0,0,0,9.8
734006,01/09/2009,37,77.1,12,9,,0,0,0.1,0,0,0,0,0,0,0,9.4,37,2.6,18.2,0.4,0,0,0,0,0,0.3,0,0,0,0,0,0,4.3,4.8,0,
734006,01/08/2009,23.2,127.9,7,23,,0,9.6,4,2.6,9.2,5.5,23.2,1.1,7.6,7.2,0.1,1,0,2.6,1,1,0.1,0,0,3.4,2.2,3.4,1.2,8.8,8.1,15.4,9.6,0,0,0,0
734006,01/07/2009,84.2,419.8,19,28,,0.8,0.8,1.1,62.2,38.3,10.4,55.8,6.6,3.6,4.6,0,13.4,12.8,0.6,1,15,8.8,12,84.2,0,6.4,49.9,15.4,0.6,6,3.4,0.7,0.4,0,4,1
734006,01/06/2009,67.8,303.9,6,26,,12.9,30.2,4.1,4.2,9,67.8,1.8,0,1,14,1.1,8,0,5.6,0.8,0.8,0.3,0,5,12.4,0.6,4.4,53.4,17.4,9.6,29.6,0,2.3,7.2,0.4,
734006,01/05/2009,146.6,521.2,23,26,,13.8,17.4,34.6,38.3,0.6,0,0,0,5.5,0,76.2,1.2,9.8,0,0.6,10.4,12,15,2.4,17.4,9,5.6,146.6,13.4,7,23.4,39,10.4,0.2,5,6.4
734006,01/04/2009,129.9,547.4,23,24,,2.2,0,0,0,0,5.4,0.1,0,0.4,0,17.2,44.9,13,120.2,2.2,7.6,0.8,6,1.8,59.4,4.3,14.2,129.9,0.2,9.8,6,8.6,71.4,18.8,3,
734006,01/03/2009,61.4,138.8,2,17,,2.8,61.4,29,0.4,0.1,0.8,0,0,0,0,0,0.5,0,0,0,19.6,12.6,0.8,0.1,0.4,0,0,0,0,0.3,0,0.1,0,7,2,0.9
734006,01/02/2009,113.6,260.1,22,17,,0,0,4.8,5.3,11.7,0.6,0,0,0,0,0,2.2,1.4,0,0.2,8.6,0,0,1,47.4,5.7,113.6,3.8,48.2,1,3.8,0,0.8,,,
734006,01/01/2009,34.8,57.7,30,6,,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,7.6,0,0,0,2,0,0,0.4,0,0,0,0,0,34.8,12.8
734006,01/12/2008,26.8,60.2,10,12,,0,0,0,0,0,0,3.2,2,1.2,26.8,1,0,0,0,0,0,0,0,0,0.8,0.6,18.2,0.4,5.6,0,0,0.2,0,0.2,0,0
734006,01/11/2008,1.7,6.6,25,6,,0,1.2,0.5,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,1.7,1.6,0,0,0,0,
734006,01/10/2008,10.4,44.9,22,16,,0,1,0.2,2.5,0,1.2,0.6,10,4.6,0.6,0,0,6.4,0.2,3.8,0.5,0,0,0,0,0.6,10.4,0,0,2.2,0,0,0,0,0.1,0
734006,01/09/2008,47.6,86.8,4,15,,2,5.4,2.4,47.6,5,2.6,1.2,0,0.8,5,11.2,0,0,2.6,0,0.6,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0.2,0,
734006,01/08/2008,82.4,326.4,7,22,,0,64.2,9.8,0.2,4.6,1.1,82.4,49.8,0.2,2.6,6.8,7.2,0.8,0,1.4,1.2,15.4,0,2.2,1,0,8.7,0,0,0,11.2,11.2,0,37.4,7,0
734006,01/07/2008,86.4,294.1,1,24,,86.4,29.6,1.6,1,5,10,18.2,5.4,50.6,0.4,9.7,0.6,0.2,0,0,16.2,31,0,0,0,3.9,1.2,0,0,1,9.4,5.4,2.4,1.2,1.3,2.4
734006,01/06/2008,139.2,397.4,16,21,,34.6,0.5,8,18.2,12.1,13.8,1.6,20.2,25.8,1.6,0,0,0,1,18,139.2,28.8,7.8,0,3.8,0,0,0,28,6.2,0.8,0,15,12.4,0,
734006,01/05/2008,87,335.9,27,24,,5.8,31,0,0,0,0,6.6,2,1.4,33.4,4.4,3.2,7.2,3.6,30.3,28.8,0,7.6,0.6,0,0,7.2,1,0.3,3.7,1,87,32.4,4.4,0.6,32.4
734006,01/04/2008,99.2,313.5,28,20,,0,0,0,0,0,0,2,0,44,3.4,5,0,34,2.6,2,9.2,0.6,0.6,0.9,63,2.3,2.9,25,10.1,0.5,0,3.6,99.2,2.6,0,
734006,01/03/2008,86.2,299.3,30,16,,0,0,0,0,0,0,0,0,6.8,0,0,0.4,0.4,0,4,0,1,0,0,85.2,10.8,7.8,10.4,3.2,0,4.6,0.4,8.6,31,86.2,38.5
734006,01/02/2008,4.2,8.8,3,6,,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4,0,0.8,0,0,0,0,0.1,0.3,0,0,0,,
734006,01/01/2008,45.2,80.6,30,10,,0,0,0,0,0,0,0,0,0.3,0,0,0,1.8,18.8,3,3.6,1,3,0,0,0,0,0,0,0,0,3.6,0,0,45.2,0.3
734006,01/12/2007,5.2,12.6,15,5,,0,0,0,0,0,0,0,0,0,0,3,0,0.6,0,5.2,0,0,3,0,0,0,0.8,0,0,0,0,0,0,0,0,0
734006,01/11/2007,11.3,34,17,12,,0,0,0,0,0,0,0.2,1,0,0,0,0,0,9,2.4,0.2,11.3,0.1,0,0,0.2,0,0,4.2,0,0.2,3.2,2,0,0,
734006,01/10/2007,7.8,30.9,10,11,,0,0.4,0,0,0,0,0,2.8,6,7.8,5,1,0.8,1,0,1.6,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,4.4
734006,01/09/2007,20.4,73,8,18,,7,0,0,6,4.4,19,1,20.4,0,0.4,3.2,0.8,1,1.8,0.4,3.8,1.2,0,0,0,0.2,0,0,1,0,0,1.2,0,0.2,0,
734006,01/08/2007,79.6,273.5,16,22,,2.2,0.1,0,0,4,20.4,8.4,0.1,1.4,0,6.2,12,4.4,13,10.8,79.6,9.7,2.2,8,38.4,29.4,0,0.2,0.6,0,0,0,0,0,13.6,8.8
734006,01/07/2007,31.2,143.8,8,23,,0,14,0.4,0,6.6,11.4,2.6,31.2,2,9.4,0.2,5.6,1.2,2.4,0,4.6,0,0.2,0,0.1,5.4,15.4,12,0,0,6.4,4.4,5,3.2,0,0.1
734006,01/06/2007,105.4,573.7,13,29,,44.6,13.6,43.2,64.4,11.4,36.8,1.6,1.2,40.4,0.8,0.4,25,105.4,0.2,0.8,0.2,37.1,14.2,35.6,0,1.2,2.2,35,2.8,0.6,19.4,11.2,16.8,2.8,4.8,
734006,01/05/2007,39.8,240.6,8,21,,25,15.2,0,0,33,1.2,0.8,39.8,0.4,0,6.4,0,0,0,5.6,4.6,2.4,0,34,0,1.2,10.4,12.2,3.8,0,0.2,7.8,8.8,0.4,0,27.4
734006,01/04/2007,89.4,234.3,21,17,,0,0,28.2,0,0,0,0,14.2,0,0,0.4,0,11.8,0.9,0,0,2,3.6,20.6,28.8,89.4,0,0.2,1.4,1.6,23,4,0.4,0,3.8,
734006,01/03/2007,64.8,187.1,1,17,,64.8,13,23.6,10,0,0,14.6,0,0.2,0.1,0,1,0.3,0,35.7,0.8,3.4,4.4,0,0,0,0,0,0,0,2,0,8,0,5,0.2
734006,01/02/2007,73,166.6,14,13,,0,0,0,0,0,0,0,0.4,0.2,0,0,0,0,73,5.4,2,0,0,0.8,11.4,0.2,15.2,19.6,3,19.8,0,0,15.6,,,
734006,01/01/2007,8.6,33.8,4,10,,2.8,1.2,3.6,8.6,2,4,0.8,0,4.1,0.6,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734006,01/12/2006,14.4,41.8,20,12,,0,0,0,0,0.2,0.1,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0.2,14.4,0,8,0.2,0.2,0,0,0,0,11,5.8,1.4
734006,01/11/2006,32.4,42,16,6,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0.4,3.8,4.2,1,0,0,0,0,0,0,0,0,0,0,
734006,01/10/2006,2.9,9.7,10,9,,0,0.2,0,0,0,1.2,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1,1.2,0,0.2,0,0.2,0,1.2
734006,01/09/2006,19,63.3,1,15,,19,0,2.3,0,0,0,1.6,13.9,0.6,0,1.2,7.3,0.8,9.6,0.1,0.4,0.3,0,0.8,0,3.6,0,0,0,0,0,1.8,0,0,0,
734006,01/08/2006,22.4,119,9,22,,1.8,0,0.2,9.9,0.3,0,1,0.6,22.4,11.4,1.4,4.6,7.8,0.4,0,7,21.8,3.8,8,0.4,0,0,0,6.6,0,0.2,2,0,0.2,0,7.2
734006,01/07/2006,18.8,139.2,6,24,,2.4,3.2,3.2,1.6,0,18.8,0.2,0.8,14,0,17.6,3.8,0.4,1.8,2.3,10.2,12.3,2.8,0.5,0,0,0,6.6,10,5.8,4.2,16.2,0,0.3,0,0.2
734006,01/06/2006,47.2,271.2,22,27,,0,8.8,4.2,8.3,4.9,19.8,8.2,0.8,0,2.8,0.1,4.6,26,14.2,11.2,0.2,0,4.7,7.6,0.1,6,47.2,9.4,0.2,27,2,30.8,18.9,2.4,0.8,
734006,01/05/2006,33.4,187.9,25,23,,4.3,8.6,2,5.6,18.3,0.1,0.6,0.3,11.6,1.9,0,0.2,0,12.8,0,0,0,5.1,1.9,13.2,0,6.6,2,26,33.4,1.2,9,0.4,0,22.8,0
734006,01/04/2006,51,197.1,23,25,,0,1,0.5,0,3.5,0.1,0.4,0.1,11.4,10.8,0,0,11,0,7.6,6.4,12.6,1.6,1.2,0.5,3.7,0.1,51,37,14.2,5,0.3,0.6,0.1,16.4,
734006,01/03/2006,23.4,85.3,25,15,,0,0,1.1,0,0.4,0,0,0.3,0,0,0,0,0,0.2,0,0,0.1,1.2,0,10.2,12.1,2.2,14.1,5.9,23.4,7.1,0,0,5,2,0
734006,01/02/2006,13.4,14.6,19,5,,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,13.4,0,0,0,0.2,0.2,0,0,0,0,,,
734006,01/01/2006,3.2,7.2,14,9,,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,3.2,0.6,0.2,0,0.3,0,0,0,0,0,0,0,0.1,0.1,0,0,0.7,0
734006,01/12/2005,14.2,25.6,31,12,,1.8,0.2,0,0,1.2,0,4.4,0,0,0.2,0,0,0,0,0,0,0,0.3,0.2,0.2,0.8,0,0,0,0,0,0,0,0.1,2,14.2
734006,01/11/2005,1,4.1,4,8,,0,0,0,1,0.1,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0,0,0.1,0.2,0,0,0,0,0.7,
734006,01/10/2005,16.2,25.3,8,11,,0,0,0,0,0,1,0.6,16.2,1.1,0.2,1.8,0,0.6,1.8,0,0,1.2,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0
734006,01/09/2005,20.4,63.6,3,17,,0.9,0,20.4,0.4,2.2,11,0,0,0,1.4,0.5,0.4,2.8,6.1,9.2,5.6,1.4,0.1,0,0,0,0,0,0.4,0,0,0.2,0,0.6,0,
734006,01/08/2005,41,215.8,25,28,,0.6,33,5.2,14.2,0.8,3.7,0.3,6.8,1.2,4.1,0.4,15,2.2,0,2,6.2,8.9,0.6,3.4,31.8,1.1,1.9,9.5,7.7,41,4.9,0,0.4,4.7,0,4.2
734006,01/07/2005,31.3,156.9,8,22,,31.2,0,2.4,4.4,0.8,0.1,6,31.3,7.2,2.4,12.6,6,0,0,2.8,0,2,29.4,0,3.2,0.9,0,1.2,0,2,2.2,0,0.2,2.7,0,5.9
734006,01/06/2005,62.8,573.3,12,29,,32.2,2.2,45.6,31.3,18.4,5.6,20.9,23,14.8,0.3,31,62.8,39.2,10.4,33.6,0,0.1,45,13.6,3.8,3.8,1.8,53,18.4,16.8,20.8,6.8,7.1,4.2,6.8,
734006,01/05/2005,129.8,549.5,16,23,,0,0,0,0,0,0,1.4,0.1,0.1,7.6,61.6,45,33.5,13,0,129.8,11.4,0.6,62.8,0.2,0,11.2,61.6,5.2,1.4,15,1.1,17.2,5,58.2,6.5
734006,01/04/2005,28.7,125.1,10,22,,0,1.2,0.8,1,0,0,2.1,0.5,9,28.7,0,12.2,0,2.8,2.4,1.4,14.6,0.3,0.4,0.3,3.2,0.6,0,1,0,7.4,0,8.4,23.8,3,
734006,01/03/2005,78,107.5,27,11,,0,0,0,0,0.4,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.4,0,0,0,4,0,0.3,0,0.3,78,8,10.4,5.4,0
734006,01/02/2005,24.4,56.6,17,10,,0,7,2.6,0,0,0,0,0.8,0,0.7,0.2,0,0,0,3.3,9.4,24.4,0,5,3.2,0,0,0,0,0,0,0,0,,,
734006,01/01/2005,26.3,37.4,9,4,,0,0,0,0,0,0,0,0.9,26.3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2.2,0,0,0,0,0,0,0
734006,01/12/2004,2.3,5.1,25,7,,0,0.4,1.4,0.4,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.4,2.3,0,0,0,0,0,0
734006,01/11/2004,3.2,9.1,7,7,,0.4,0,0,0,2.8,0,3.2,0,0.1,0,0,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,
734006,01/10/2004,11.2,27.4,23,10,,0,1.4,0,6,0,0,0,0,0,0,0.5,0,0,0,0.8,0,0,0,0,0,0,0,11.2,4.4,1.4,0,0,0,0.5,0.8,0.4
734006,01/09/2004,9.4,37.5,24,13,,0,0.4,0,0,0,0,0,0,0.4,0.4,5.1,0,0,0,1.6,0,4.4,0,2.6,0.5,0.4,4.2,0,9.4,4.7,3.4,0,0,0,0,
734006,01/08/2004,44.5,162.5,6,20,,1.6,0,1.8,0,0.7,44.5,4.4,4.2,18.2,0.5,21.3,4.9,0,0,17.2,10.4,9.1,1.6,6.6,12.2,0,0.1,0.1,0,0.2,0,0,2.9,0,0,0
734006,01/07/2004,116.7,475.8,26,24,,0.6,13.2,77.4,37.4,9.8,7,2.8,3.3,1.3,0,0.1,0,41,9.7,51.1,38.4,8.2,0.6,0.6,0,1.4,0,0,0,23,116.7,6.8,2.7,18.7,4,0
734006,01/06/2004,98.5,483.1,18,26,,91.2,0,2.3,0.5,19.7,6.2,2.5,1,1.8,3.3,51.5,0,0,35.5,21.9,4.2,6.8,98.5,5.3,0.4,2.8,23.2,8.2,0,4.4,32.8,18.1,1,39.5,0.5,
734006,01/05/2004,40.2,302,4,24,,1.4,4.1,0,40.2,36.6,29.1,16.9,35,9.8,0.8,0.3,0,0,0,0,1,14.7,0.3,20,15.6,7.5,0,1,37,6.9,0,0.8,9.4,1.4,9.8,2.4
734006,01/04/2004,52.5,136.9,22,22,,1.5,0,1,3.3,11.8,3.4,0,1.7,0.8,2.8,2.5,0.4,0,0.5,0,0,2.2,6.6,2.7,0.5,8.7,52.5,10.2,1.3,0.2,0.2,0,0,0,22.1,
734006,01/03/2004,45.2,158.8,16,14,,2.2,1.8,0,0,0,13.4,40.6,7.8,1.8,15,13.4,0.1,0,0,3.8,45.2,2,0,0,0,0,0.2,0,11.5,0,0,0,0,0,0,0
734006,01/02/2004,39.9,128.2,12,14,,6.6,1.6,16.6,14.7,14.3,0,0,0,0,1.2,0,39.9,6.1,0,2.8,2.5,0,0,0,3.2,0,0,0,0,0,0,16.6,0.5,1.6,,
734006,01/01/2004,75,303.2,27,21,,0.8,0,0,0,0.8,4.9,0,6.4,1,4.3,0,11,0,2.8,20.6,13,2,0,0,15,30.4,10.4,29.4,0,0,1,75,28.6,31,5,9.8
734006,01/12/2003,35,65.5,20,12,,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,5.1,0.4,0,35,11.2,0.2,0,0,0,2.4,0,4.6,4.6,0,1.2
734006,01/11/2003,7.4,15.4,14,9,,0,0,0,0,0,0,0,0,0,0,2.4,0.2,0.1,7.4,0,1.4,0.1,1.4,1.9,0.5,0,0,0,0,0,0,0,0,0,0,
734006,01/10/2003,14,36.3,17,11,,0,0,0,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0.5,14,13,0,0,0,0,1,0.1,1.8,0.1,5.2,0.1,0,0,0
734006,01/09/2003,41.5,97.2,8,14,,1,0.1,0,0.1,1.2,1,1.8,41.5,0,0,2.3,3.7,8.6,5.2,0,27,2.3,0,0,0,0,1.4,0,0,0,0,0,0,0,0,
734006,01/08/2003,,173,,,,,,,,,,,,,,81,0,0,0.1,4,10.4,1,0,0,0.6,0.8,43.3,10,17.2,0,0.4,1.6,2.2,0,0,0.4
734006,01/07/2003,,,,,,0.3,8.5,5.1,4.4,0,20.6,0,2.2,0,0,10.8,14.9,20.8,0,0.2,0,0,0.3,0.2,6.2,0,1.8,,,,,,,,,
734006,01/06/2003,103.4,626.2,15,20,,0,0,5.4,44.8,23.4,0,20.8,0,0.4,42,18.4,23.2,8.2,42.6,103.4,76.2,42.2,0,32,6.4,91.4,0,0,0,4.2,12.2,0,0,25,4,
734006,01/05/2003,80.1,212.6,14,15,,7,1.2,0,0,0,14.8,0,0,0,0,0,1,1.5,80.1,42.6,2.6,1.6,0.2,27.6,0,0,22.4,0,0,0,0,2.2,0.2,0,0,7.6
734006,01/04/2003,90.4,206.7,27,18,,10.4,0,0,0.4,2.8,2.6,0,0,6.2,0.1,0,0,0,0,0,0,0,5.2,7.6,7.6,1,25.2,0.1,0.1,0.2,1.6,90.4,10,0,35.2,
734006,01/03/2003,78,275,17,20,,0,0,0,11.8,0,0,9,0,4.2,0.2,0,0,0.1,0.2,13.2,4,78,0.3,10.4,15,63.4,0,11.4,22.8,5,0.1,0,0,0.1,13,12.8
734006,01/02/2003,101.8,252.9,24,19,,30.7,13.8,4.8,27.8,2.2,1,0,4.6,0,0,0,12,0.6,0,0.2,0,0,0,9.6,0.1,3.3,0,1.8,101.8,18.2,0.4,15.2,4.8,,,
734006,01/01/2003,16.2,51.3,23,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,4.6,1.6,16.2,1.6,7,5.2,0.2,0.5,0,2.2,6.6
734006,01/12/2002,3.8,10,15,10,,0,1.4,0,0,0.2,0,0,0,2.4,0,0.4,0,0,0.2,3.8,0.9,0.1,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0
734006,01/11/2002,8,35.9,22,15,,0,0,0,0,0,0,0,0.8,0,0,1,2.1,0,0.1,0.2,0,0.1,0,0,0,0.4,8,5.3,4,2.2,2.9,1.8,0,2.2,4.8,
734006,01/10/2002,10.6,43.1,9,11,,0,0,0,1,0,0.2,2.4,10,10.6,0.1,0,0.1,0,0,10.2,0,0,0,7.4,0.1,0,0,1,0,0,0,0,0,0,0,0
734006,01/09/2002,9,13.4,11,9,,1.5,0.2,0,0.2,0,0.6,0.2,0,0.6,0,9,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,
734006,01/08/2002,41,140.1,17,22,,0,0.2,0,0,0,0,0,0.6,21.6,0,0.2,7.4,2.6,1,7.2,0,41,25.4,0.8,11.8,0.3,0.2,10.4,2.2,1,0,0.2,1.1,2.3,0.7,1.9
734006,01/07/2002,89.4,262.4,10,21,,20,1.2,7.4,7.8,0.2,0.4,0,0,2.6,89.4,22,0,0,0.2,0.7,0,0,0,0,4.6,2.6,1,0,0,1.1,19.6,53.4,23.4,4.2,0.1,0.5
734006,01/06/2002,88,472.3,16,27,,43.4,11.4,0,0,5.5,1.6,80.8,29.8,1.6,10.2,0.1,10.1,11.6,0.6,19.3,88,11,58.2,23.6,14.6,2.6,2.3,0.1,0.4,0,11.9,2.2,0.2,19,12.2,
734006,01/05/2002,61,265.5,7,23,,46,9.5,0.1,0.1,0,4.3,61,10.3,0,4,8.4,0.1,0,0,6.3,33.5,17,0,0.6,18.8,23,3.1,2,0,0,0,3.6,0.6,1.7,10.7,0.8
734006,01/04/2002,35.5,196.7,4,22,,17.7,4.5,0,35.5,4.6,0,0,0,0,23,0,16.5,1.4,5.6,2,4.2,2.4,25.7,0,15.9,7.3,0.6,1.2,3.1,0.3,0.8,0.8,22.6,1,0,
734006,01/03/2002,67,251,7,21,,0,0.5,7,29.4,4.6,3.1,67,24.6,0.2,1.4,0,12.2,0,0,0,0,4,6.4,6.5,0,0,0,15,22,0.6,0.3,5,31.2,1,0,9
734006,01/02/2002,66,133.3,4,14,,0,0,0,66,2.2,2,0,0,8.2,3.4,20.2,8.8,2.6,5,5.4,0.8,5.5,0.6,2.6,0,0,0,0,0,0,0,0,0,,,
734006,01/01/2002,77.4,179.4,10,23,,0.4,1.7,1.3,0,8.7,14.2,15.6,0.3,7,77.4,7.4,12.7,3.4,2.6,0.1,1.8,4.6,0,2,0,2.4,12.6,0,2.4,0.4,0.1,0,0,0.3,0,0
734006,01/12/2001,16.2,50,9,18,,0,0,0,2.3,0.3,0,0,0.5,16.2,10,3.4,11.9,0,0.5,1.1,0.9,0,0.1,0.2,0,0.6,0,0,0.1,0,0,1.3,0.2,0.2,0.2,0
734006,01/11/2001,5.9,16.1,18,12,,0,0,0,0,0,0,0,0.1,0.3,0,0,0,0,0.2,0,0,0.2,5.9,0,0.6,4.7,1.6,0,0,0,0.6,0.8,0.5,0.6,0,
734006,01/10/2001,12.2,22.3,29,10,,0,0,0,0,0.7,0.2,0,0.7,0,0,0,0,0,0,2.6,0,0.1,0,0,0.1,0,0,0,0,0,0,2.8,2.6,12.2,0.3,0
734006,01/09/2001,17.7,44,2,12,,2.8,17.7,7.2,6.8,0.3,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.2,3.6,0.6,0,0.2,0,0.7,
734006,01/08/2001,9.6,62.1,13,23,,0,0.2,7.8,0,0.2,0.3,0.2,2.6,0,1.8,0.2,4.5,9.6,0,7.2,4.5,1.4,0,1.8,4.6,0.8,0.2,4,0,3.1,0.4,0,2.1,0,4.4,0.2
