EstacaoCodigo,Data,Maxima,Total,DiaMaxima,NumDiasDeChuva,TotalAnual,Chuva01,Chuva02,Chuva03,Chuva04,Chuva05,Chuva06,Chuva07,Chuva08,Chuva09,Chuva10,Chuva11,Chuva12,Chuva13,Chuva14,Chuva15,Chuva16,Chuva17,Chuva18,Chuva19,Chuva20,Chuva21,Chuva22,Chuva23,Chuva24,Chuva25,Chuva26,Chuva27,Chuva28,Chuva29,Chuva30,Chuva31
734006,01/07/2001,30.1,184.7,28,28,,4.4,4.8,0,2.5,0.2,14.6,0.8,8,5.6,0.3,0.7,15.8,9.2,1.4,3.4,4.6,7.8,1.4,8.5,20.6,14,1,0.1,0.1,0,13.6,0,30.1,7.4,3.6,0.2
734006,01/06/2001,43.2,254.9,5,27,,36.4,2,8.4,10.4,43.2,7.9,16.4,8.2,0.3,12.4,5.8,0.1,0,15.2,14.6,0.5,1.1,0.1,0,1.6,4.1,4.8,9.2,0.3,0.2,1.6,30.1,5.4,0,14.6,
734006,01/05/2001,20.8,47.8,25,13,,0,0.6,0,0.8,0.1,3.7,0,0,0,0,0,0.4,0,0,0.3,0,0,0,0,0.2,0,0,0,0.9,20.8,1.5,0,0,9.4,0.1,9
734006,01/04/2001,56.8,267.2,29,20,,0.2,17.9,32.4,0,0,0.2,0,0.6,0,0,2.8,48,8.7,0,8.7,19,13.2,0,0,0.4,22.8,0,0,9.8,3.2,4.1,0.2,17.6,56.8,0.6,
734006,01/03/2001,38.4,197,28,17,,0.6,2.2,0,0.7,0,0,0,0,1,24.6,2.8,0,4.6,11.2,1.2,0,0,4.3,0,0,0.6,15.7,0,0,0,15,33.8,38.4,18.3,0,22
734006,01/02/2001,5,7.1,26,3,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,5,0,0,,,
734006,01/01/2001,11.4,25.3,12,11,,0,0,0,0,0,0,0,0,0,0.2,2.2,11.4,5,0,0,0.4,0,3,2,0,0,0,0.2,0.2,0.6,0.1,0,0,0,0,0
734006,01/12/2000,31,81.4,15,14,,0,0,0,0,0.1,0.9,0,0,0,0.3,0,0,5.6,4.2,31,10,14.2,4.2,0,0.1,0,0,0,0,0,0,0.6,0,0.2,1.6,8.4
734006,01/11/2000,18.6,45.7,26,12,,0,0.4,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,3,2.7,0,0,0.7,0,0.5,0,8.4,18.6,4.8,5.3,0.5,0.1,
734006,01/10/2000,5.6,15.9,11,17,,0,0,0,0,0,0.1,0.1,0,0.2,1.6,5.6,0.1,2.1,1.6,0.1,0,0.8,0.6,1,0,0,0,0.2,1,0.1,0,0,0.5,0,0,0.2
734006,01/09/2000,77.7,228.8,18,23,,0,2.9,0,1,0,0,0.2,0,7.4,8.8,7,8.8,0.2,0.4,10.6,12.6,76.4,77.7,1.6,6.2,0.4,0.3,0.2,4,1.1,0.2,0,0.6,0.2,0,
734006,01/08/2000,22.9,167.9,2,23,,15.4,22.9,1,0,9.6,19.8,14.2,2.6,21.2,2.6,1.6,0,0,0.2,1.8,0.6,6,6.2,14.8,1.4,0,0.8,0,8,3.2,4.2,8.6,1.2,0,0,0
734006,01/07/2000,77.8,444.4,4,28,,51.2,0,17.2,77.8,15.8,4.2,18.2,6.5,0.8,18.1,75.8,8.6,6.1,8,11.6,0.2,0,0,12.6,7.7,0.2,13.8,0.3,0.2,15.4,9.4,21.4,4.4,0.1,3.8,35
734006,01/06/2000,168.2,557.7,26,23,,0,0,0,2.8,0,1,26.8,5.2,78.8,22.6,16.6,0,1.6,79.7,74.4,4.6,1.6,0,4.2,0.2,0.5,0,1,1.9,31.8,168.2,13.6,18.2,0.6,1.8,
734006,01/05/2000,77.4,333.9,13,20,,24.6,19.4,4,17,17.3,16.2,6,13.8,0,0,0,0,77.4,58.6,27,0.5,13.5,3.1,0,0,0.5,1.6,0,4.2,0,0,0,2.8,0,4.2,22.2
734006,01/04/2000,,209.2,,,,6.6,2,0,0.6,5.2,6.4,1.2,2.6,18.2,10.4,1.5,,37,28,0,0.8,25,8.2,0,0,2.2,0,0,17.2,3.2,5.5,0,21,5.8,0.6,
734006,01/03/2000,32.1,109.2,31,15,,1.5,0,0,1.6,0,0,2,0,1.2,9,5.8,0,0,1.8,0,0,0,2.6,0,0,0,0,0,0,8,10.6,0.4,2.6,19.6,10.4,32.1
734006,01/02/2000,46.8,149.4,20,18,,0,0,0,0,0,4.2,5,2.4,0,8.6,1.4,0,0,0,4.2,0,1.8,0.4,0,46.8,1.2,4.8,8.2,15.4,2.2,9.8,20,10.6,2.4,,
734006,01/01/2000,32.6,96.4,4,13,,0,0,2,32.6,6.4,4.7,5.8,0,4.3,16.8,0.1,0,0,0,14.8,0,1.5,0,0,0,0,0,0,0,0,0,1.2,0,0,1.2,5
734006,01/12/1999,11.6,38.8,8,11,,0,0.3,0,0,0,4.4,1.2,11.6,0,1.2,0,0,0,0,0,0,0,0,0.8,0.3,0.6,0,0,0,0,5.8,10.4,0,2.2,0,0
734006,01/11/1999,2.8,3.7,27,4,,0.2,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,
734006,01/10/1999,28.2,64.6,5,12,,0,1.2,0,0,28.2,0.5,0,5.3,8.7,0,0,0,3.8,0.2,2.2,0.5,0,0,0,0,12.6,0,0,0,0,0,0.3,0,1.1,0,0
734006,01/09/1999,17,56.7,12,15,,0.5,2,0,0.8,1.2,1.8,0,0,0,0,0,17,15.4,0,0.6,0,0,0,2.3,2.4,0,0,0,0.5,0.2,6.4,5.1,0.5,0,0,
734006,01/08/1999,20.2,88.1,24,18,,0,0,0,0,0,10.4,0.2,0,0.5,5.7,0,0,0,2.2,4.4,0,2.4,0,0,1.2,16.1,6.1,4.5,20.2,2.4,2.5,0,0.2,1.8,3.8,3.5
734006,01/07/1999,28,142.5,7,26,,0,1,0,1.8,23.2,1.6,28,0.2,0.2,0,0,4.2,4.6,6.4,0.4,27.8,9.4,0.6,1.2,1,1.4,1,2.2,2.8,0.8,1.3,16.8,0,3.2,0.8,0.6
734006,01/06/1999,36,112.2,28,13,,0,0,0,13.1,9.9,0,0,0,3.7,7,23.4,2.7,0,0,0,0,0,0,0,0,4.4,1.5,0,0.4,6.6,0,0.2,36,3.3,0,
734006,01/05/1999,60.5,247.3,1,21,,60.5,0.3,5,0.6,17,16.7,2.9,0,0.2,5.3,0.5,0,0,0,42,9.8,0,0,1.8,6,18,0.7,1.8,1.6,10.4,17,29.2,0,0,0,0
734006,01/04/1999,14.6,46.4,29,10,,0,0,0,0,0,0,0.2,0,0,0,0.3,8.4,10.8,0,0.8,0,0,0,0,0,0,0,3.8,0.2,0,0,0,7,14.6,0.3,
734006,01/03/1999,61.4,116.3,18,9,,0,0,0,0,0,0,0,3,0,0,0,30,1,8.2,0,0,0,61.4,3.2,0,0,3.5,0,0,0,0,1.2,4.8,0,0,0
734006,01/02/1999,37.4,84,26,13,,0.4,5.6,0,0,0.2,0,1.5,12.4,0.3,0,0,0,0,5.6,0.1,0,0,0,7.6,0,0,10,1.2,0,1.7,37.4,0,0,,,
734006,01/01/1999,6.2,16.7,19,12,,0,0,0,0,0,0,0,0.4,0.2,0.2,2.8,0,0,2.5,0,0,0,0,6.2,0.9,0.4,1.3,0.8,0,0,0,0,0,0.4,0,0.6
734006,01/12/1998,2,8.2,17,9,,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2,0,0,0,0.2,0.7,0,0.5,1.7,1.6,0.5,0,0,0,0
734006,01/11/1998,13.2,18.5,27,4,,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0.5,0,3.4,0,0,0,0,0,0,0,0,0,13.2,0,0,0,
734006,01/10/1998,13.6,27.8,22,8,,0,0,0,4.8,0,0,0,3.7,0.4,0,0,0,0,0,0,0,0,0,0,0,0.3,13.6,1.4,0,2.8,0.8,0,0,0,0,0
734006,01/09/1998,7.1,30.9,2,14,,6.9,7.1,0,0,1.6,0.2,0,0,0,0.3,0,0.1,1,0,1.4,0,0,0,4.8,1.8,0,0,0,0.1,0.5,5,0.1,0,0,0,
734006,01/08/1998,116,286.7,9,25,,0,6.7,2.1,6.6,0,15.4,3.7,0.2,116,13.6,0,7.5,4.8,25.2,17.8,0.7,0,8.6,1.5,0,3.6,0.5,6.9,18.6,18.4,4.4,0.5,0.2,0.2,0,3
734006,01/07/1998,49,257.7,9,24,,0.8,0,2,1,14.2,0,8.8,0,49,47.6,16,2,0.4,8.2,3.3,0.4,0,2,37,1.4,0,0.4,14.4,6.6,0,3.6,0,9.2,27.6,0.2,1.6
734006,01/06/1998,90.7,230.7,16,22,,0,0,0,0.6,12.8,0,2,11.6,0.9,5.2,47,0.4,0.1,4,0.7,90.7,2.4,0,12.8,7.4,0,0.7,0.2,1,0.1,0.7,27.6,0,0,1.8,
734006,01/05/1998,63.3,203.8,23,18,,0,0,0,0,0.2,0,0,0,21.6,22.3,10.8,2.1,0,0,0,5.4,2.6,2.6,4.9,1.2,0,26.4,63.3,8.4,19,0.6,0.7,1.2,0,10.5,0
734006,01/04/1998,8.5,37.9,2,17,,0,8.5,0,0,0.2,0,1,4.8,1,1.4,0.2,0,3.8,0,0.3,0,1.3,2.2,5.6,2.7,0.5,0,1.8,0,0,0,0,0,1.8,0.8,
734006,01/03/1998,13.6,44.7,11,13,,0,0,0.3,0,0,0,0.2,0,0,0,13.6,0,0,0,0,0,1.8,1.6,7.8,1.6,11.4,2,0,1.7,1,0,0,1.2,0.5,0,0
734006,01/02/1998,7.6,16.9,24,5,,3.8,2.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,7.6,0,0,0,0,,,
734006,01/01/1998,91.8,106.3,26,10,,0,0,0.4,0,0,2,0,0,0.2,0,0,5.5,2.4,0,0,0,0,0.2,0,0,0,0,0,0,0,91.8,0.8,1.5,0,0,1.5
734006,01/12/1997,58.5,88,22,11,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.2,0,0,0,0,2,9.5,14.4,58.5,0.6,0,0,0,0,0.3,0.6,0.3,0.3
734006,01/11/1997,3.3,8.9,3,10,,1,0.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.2,0.8,1.6,0.2,0,0,0.2,0,0,0,0,0,0,0,
734006,01/10/1997,6.7,7.2,10,2,,0,0,0,0,0,0,0,0,0,6.7,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734006,01/09/1997,3.2,9.4,14,8,,2.5,0,0,0,0.1,0.8,0,0,0,0,0,0,0,3.2,1.2,0,0,0,0,0,0,0.2,0,0,0.2,1.2,0,0,0,0,
734006,01/08/1997,27.2,121.2,1,18,,27.2,23.2,0,1,7.8,2.6,1.5,0,3.2,0.2,0,1.9,4.8,14,2.2,4.2,19.4,3,1.2,1.6,0,0,0,0,0,0,0,0,0,0,2.2
734006,01/07/1997,40.6,168.9,4,19,,2,0,4,40.6,8.9,0,0,0,1.4,14.2,0.4,0,4.4,0,0,8,12.5,1,0,18.3,2.6,5.2,3.6,0,0,13.6,0,1,2.6,0,24.6
734006,01/06/1997,15.6,98.8,8,17,,0,0,0,7.2,0,0.3,6,15.6,0,0,0,0,0,0,4.5,4.2,4.2,0.4,8.5,8.8,2.4,0.2,11.6,9.8,0.2,0,0,9.8,0,5.1,
734006,01/05/1997,60.6,260.7,2,23,,0,60.6,0.2,0,0,2.1,0,12,6.4,5.4,16.8,18.6,2,0,0,0,8.6,5.3,12,0.3,1.7,12,10.2,8.6,0,42.5,27.3,0.4,0.6,6.3,0.8
734006,01/04/1997,85,306.4,2,20,,11.8,85,28.8,0,2.9,19,15.4,0,0,3.4,12.8,29.8,2.2,9.8,35.4,7.6,1.2,0,14.8,12,0,1.4,0,0.5,9.4,0,0,0,3.2,0,
734006,01/03/1997,74.4,290,15,20,,4,4,1.2,0,19,5,0,0.5,0,0,4.7,4.9,13.4,15.4,74.4,1.6,0,0,0,4.6,0.4,0,24,6.4,22.4,38,0,0,0.5,0,45.6
734006,01/02/1997,99.6,196.2,18,11,,5.4,0,0,0,0,0,0,7.2,8.2,3.9,0,0,0,0,0,0,0,99.6,55.4,1.7,10.8,0.8,2,1.2,0,0,0,0,,,
734006,01/01/1997,9.6,21.8,21,11,,0.3,0.2,0,0.8,0.8,0.3,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,9.6,0,0,0.7,0,6.3,0,0,0,0,2.4
734006,01/12/1996,15.8,49.6,3,12,,2.8,8,15.8,0,8.8,1.6,0,0,0,0,0,0,0,0,0,0.2,7.7,0.2,0,0,0.6,0.2,0,0,0,0,0,0.1,3.6,0,0
734006,01/11/1996,6.6,29.5,8,12,,5,5.8,0,1.2,0.4,0,0,6.6,1.4,5.9,0,0,0.6,0,0,0.7,0.6,0.5,0,0,0,0,0.8,0,0,0,0,0,0,0,
734006,01/10/1996,19.1,81.1,20,13,,0,0,0,17.3,0,0,0,0,0,0,4.2,0,0.4,1.2,0,0,0.7,1.4,12,19.1,2.8,7.4,0,12.8,1.6,0,0,0.2,0,0,0
734006,01/09/1996,21.6,90.4,17,19,,0,2.4,0,13,0,0,0,0.3,0,4.4,1.6,5.8,15.6,2.8,0,1.6,21.6,2.4,0,0.5,0.4,7.4,7.2,0.7,0,0,2.3,0.2,0,0.2,
734006,01/08/1996,56.4,204.7,18,23,,5.2,15.6,7.8,42,0.4,0.6,4.8,0,5.2,0,0,0,0,1,0.3,0.2,3.2,56.4,7.4,5.2,3.2,4,0,1.4,8.6,2.4,1.2,28.4,0,0,0.2
734006,01/07/1996,111.2,317.6,13,28,,11.2,0,5.8,5,31.4,0,5,0.8,7,6.6,11,4.4,111.2,22.2,3.6,8.2,8.6,2.6,6.6,4.8,6.6,0.8,2.8,6.6,2,14.4,6,15.7,0.3,6.4,0
734006,01/06/1996,71,310.7,4,26,,35.8,26.6,1.1,71,5.8,2,7.4,2.4,4.2,40.8,27.6,14,12.2,1.6,4.8,1.2,9.4,0.2,9,0,12.8,1.8,0.4,3.6,0,4.8,6.8,3.4,0,0,
734006,01/05/1996,186,314.4,30,13,,2.2,31.5,3.4,39.8,0,11.8,0,0,0,0,0,0,0,4,0,0.4,0.6,0,4.5,3,0,0,0,0,0,0,0,0,16.8,186,10.4
734006,01/04/1996,77.2,504,26,26,,6.9,39.2,6,7.4,0.2,2,3.3,3.4,28.4,0,0,7.6,36.6,39.6,29.2,1,1.4,2,7.8,5.8,0,0,4,1.5,26.7,77.2,30.6,0.2,72,64,
734006,01/03/1996,79.5,294.3,5,24,,3,0,0.5,4.2,79.5,3.1,13,0.3,0,1.2,2,56,0,1.3,4.3,4.9,0.2,1,71.4,2.6,0,0.3,2.1,0,7.2,16,9,4.6,0,0,6.6
734006,01/02/1996,19.2,51.6,23,14,,0,0,0,0,0,0,0,0,0.4,0,0,0,1.2,0.2,0,1.6,0.2,0,5.6,0.2,0,1.8,19.2,4.3,15,0.8,0,0.1,1,,
734006,01/01/1996,77,102.8,22,20,,0,0.2,0.2,0,0.4,3,0,0.2,0,0.8,0,0.4,0,5.8,3.6,0.6,1,0.5,1.7,1,4.6,77,0.4,0,0,0,0.2,0.9,0,0.3,0
734006,01/12/1995,2.5,3.3,5,3,,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0,0
734006,01/11/1995,25.3,62.9,2,11,,10.6,25.3,2.6,2.6,11.6,2,3.2,0,0,0.6,0,0.2,2.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
734006,01/10/1995,3.4,10.8,13,7,,1.8,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,2,1.6,0,0,0,0,0,0,0,1.6,0,0.2,0.2,0,0,0
734006,01/09/1995,7.8,22,20,12,,2.4,1.6,0,0,1.4,2,1.5,0,0.2,0,0.8,1.6,0,0,1.2,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0.3,1.2,
734006,01/08/1995,8.6,24.1,27,16,,0.2,0,0,0.4,0.4,0,0.1,1,2.6,0.2,0,0,0,0,0,0,0.4,5.3,0,0,1.2,0,0,0,0.2,0.1,8.6,0.2,0,0.3,2.9
734006,01/07/1995,141.4,482.7,27,30,,43.8,2.2,5.4,5.8,2.4,3,0.5,5.4,22.2,1,0.2,0,0.2,0.7,4.8,0.8,26.2,37.8,7.1,0.4,3.6,5.2,10.8,71.2,0.2,14,141.4,50.4,0.2,1,14.8
734006,01/06/1995,49.9,334.9,25,25,,33.2,29,2.2,7.2,4.6,12.6,0,1.2,0.8,4.8,0,0,15,10.8,11.5,14.8,17.1,0,0,0.6,29.5,2.2,13.3,0.2,49.9,24.8,14.4,2.8,0.2,32.2,
734006,01/05/1995,65,316,20,23,,56.4,15.6,0,0,0.2,10,13,0,0,2,0,0.3,0.6,0.2,26,0,0,1.3,1,65,6.2,2,30,5,1.4,22,2.8,11.2,32.8,11,0
734006,01/04/1995,46.4,247.3,30,23,,0.2,0,0,33.2,3.6,40,10.6,8.4,4,1.6,7,2,22.4,9.2,27.8,1.2,6,1,10.4,3.6,0.2,7.8,0,0.4,0,0.3,0,0,0,46.4,
734006,01/03/1995,47.6,118.6,31,17,,0,0,0,0,0.2,4.6,3.4,0.8,1,0.8,2.4,0.2,0,0,6,24.8,0,0,0,0.2,0.2,0,0,0,1,1.2,23.6,0.6,0,0,47.6
734006,01/02/1995,23.4,41.5,6,9,,0,0,4.6,0,4.8,23.4,3,0,3.8,0.3,1.2,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,,,
734006,01/01/1995,12.7,31.2,6,10,,4.4,0,0,0,0,12.7,7.2,0.4,0,0,1.2,0,1.2,0,0,0.8,0.5,0,0,0,0,0.2,0,0,0,0,0,0,2.6,0,0
734006,01/12/1994,12.4,59.4,28,13,,2.2,1.2,11,2.4,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1,0.6,0,0,0.4,7.2,12.4,8.8,4.3,7.6
734006,01/11/1994,7.2,20.4,27,9,,4,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0.6,0,0,0,4.2,0.4,0,0,0.6,0.6,0,0,0,7.2,0,0,0,
734006,01/10/1994,21.4,25.5,12,7,,0,0,0,0,0,2.2,0,0,0,0.2,0,21.4,0,0,0,0,0,0,0.2,0.3,0,0,0,0,0,0,0,0,0,0.6,0.6
734006,01/09/1994,15.2,41.4,15,,,,,,,,,,,,,,,0,9,15.2,0,2,0.2,0.3,0.4,3.6,0,9.2,0,0,1,0.3,0,0.2,0,
734006,01/08/1994,39.4,102.7,18,17,,7.8,0.5,0,0,0,0,0,0,0,3.7,0.3,0,0,0,0.1,6.8,0.2,39.4,0.3,9.4,4.6,0,0.3,0,10.5,0,2.4,13.2,0,2.2,1
734006,01/07/1994,85.2,361,16,24,,12,5.8,8.8,17.4,0,7.4,3,35,22,0,0.1,0.8,0.5,0,23.8,85.2,64.2,2.4,4.8,0.7,7.6,8.6,17.6,0,3,25.1,0,3.4,0,1.8,0
734006,01/06/1994,133,709.4,4,27,,4.5,8.8,58.6,133,0.1,5.8,1.8,3,1.1,31.6,1.1,12.6,47.4,1.2,0,15.4,73,4.3,0,56.4,48.6,64.6,6.6,19.4,4.5,50.6,0,17.8,29.8,7.8,
734006,01/05/1994,66,620.5,21,27,,23.5,54.4,0,9.2,14.8,0.6,11.4,23.4,6.2,0,44.4,2.7,34.9,31,9.2,16,33.1,33.6,5.9,46,66,26.9,0.2,0,0.3,42.2,21.4,32.9,23.7,6.6,0
734006,01/04/1994,80.4,356.3,18,24,,0,6.2,72.4,17,0,5.6,17.4,0,0.6,0.6,0.1,11.4,8.8,6,0,0,39.6,80.4,19.7,5,2.9,0,0.5,1,5.5,13.4,3.8,0.2,37,1.2,
734006,01/03/1994,21.6,190.1,29,19,,0,0,0,2,0,0,6.6,1,0,0,0,0,0,4,14.8,11.2,1.2,0,9,6.4,19.8,1.8,15.8,0,21,12.9,11,17.8,21.6,6.2,6
734006,01/02/1994,18.6,57.2,17,11,,0.3,0,0,0,6.4,14.2,0.5,0.3,0.7,0,0,3.6,10.2,0,0,0.3,18.6,0,0,0,0,0,0,0,0,0,0,2.1,,,
734006,01/01/1994,61.2,177.4,20,13,,0,0,1.4,19.8,15.1,0,0,0,4.3,0,0,2.6,0,0.2,0,0.6,0,0,5.2,61.2,10.6,54.6,0,0,0,0,0,0.6,0,0,1.2
734006,01/12/1993,8.9,22.4,24,10,,0,0,0,0.1,0,0.3,0.2,0,0,0,0.8,0,0,5.3,0,0,0,0,0,0,0,0,0,8.9,0,1.2,1,0,0,4.4,0.2
734006,01/11/1993,8.2,26.4,9,12,,0,0,0,0,0,1,0,0.3,8.2,0.2,0,0,0.5,0.2,0.2,0,0,0,0,0,0,0,3.6,7.2,0,3.2,0.2,1.6,0,0,
734006,01/10/1993,16.2,59,17,14,,0,5,11.8,1.6,0,0,0,0,0,0.6,0,0,1,0.4,0,0.8,16.2,12.4,0,0,0,0,0,0,0.2,4.8,0,1,1.2,0,2
734006,01/09/1993,34.4,61.3,27,14,,0,1.1,9.4,1.5,5.6,0,1.7,0.1,0.2,3,0,0,0,0.6,1.4,1,1,0,0,0,0,0,0,0,0,0,34.4,0.3,0,0,
734006,01/08/1993,10.7,37.8,2,16,,1.2,10.7,0,5,1.7,0,0.2,0,0,0,0.4,0,0,1.6,0,0,0.9,3.5,0,0,0,0,2.4,3.4,3.1,2.1,0.2,0,0,0.3,1.1
734006,01/07/1993,95.6,307.2,21,20,,0,0,0,0,4.1,3.2,0,0,2.3,57.6,4.5,34,19.1,0,12.6,8.5,2.3,20,12,0.6,95.6,13,0,0.6,0,0,1,4.8,3.8,0,7.6
734006,01/06/1993,50,262.9,10,,,1.6,3,1.5,5.1,0,0.8,0,0,2.8,50,3,17.6,1.2,8.6,6.8,3.2,16.8,38,0,1.4,24.9,6.8,30,21.2,0.4,0,2,,11.4,4.8,
734006,01/05/1993,17.4,86.2,13,18,,9.6,4.9,0,0,0,0.4,0,0,0.6,0.6,0,10.8,17.4,0,0,0,0,0,0,3.5,0,0.9,0.8,1.8,5.8,0.2,1.8,7.6,0.5,9.5,9.5
734006,01/04/1993,45.4,163,18,15,,0,0,0.8,0,3.8,0,12.4,7.6,0.8,0,0,0,0.2,0,28.2,0,0.2,45.4,34,0,0,20.4,0,0,0.2,0.4,0,0.6,0,8,
734006,01/03/1993,66.8,101.4,28,9,,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,3.6,0,0,1.2,0,0,1.5,1.4,1,66.8,23.2,0,0.3
734006,01/02/1993,3.5,4.5,2,4,,0,3.5,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,,,
734006,01/01/1993,4.1,17.8,18,11,,1.2,2,0,0,0.3,0.3,0,0,0,0.8,0,0,0.2,0,0,1.4,3.3,4.1,1,0,0,0,0,0,3.2,0,0,0,0,0,0
734006,01/12/1992,2.8,7.4,30,7,,0,0,1,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0,0,0.3,0,0,0,0,0,2.8,0.2
734006,01/11/1992,3.8,15.3,23,14,,0,2,0,0,0,0.1,0,0,0,0.8,0,1.8,0,0,0.7,2.4,0,0,0.5,0,0.5,0.4,3.8,1.2,0,0.5,0,0,0.4,0.2,
734006,01/10/1992,7.7,17,6,10,,0,0,0,0,0,7.7,0,0,0,1.8,0,0.3,0,0,0,0,0,1,0,1.2,0,0,0,0,0.6,0.8,0.6,0,2.2,0.8,0
734006,01/09/1992,12.2,42.7,2,14,,12.1,12.2,0,0,0,2.4,0,0.5,0,0,0,0,0.2,0,0.5,1.1,1,2.2,0.5,0,0,0,0.5,8.2,0.9,0,0,0.4,0,0,
734006,01/08/1992,14.3,70.1,7,23,,0.6,0,0,3.8,0.2,4.4,14.3,4.8,5.8,5.6,2.5,0.5,1.2,0.5,0.3,0.6,5.3,3.6,0.3,0,2.7,0,0,0,0,0,4.1,3.2,2,2.6,1.2
734006,01/07/1992,38,219.4,15,29,,9,1.4,4.6,2,19.2,9.2,3.2,1,12.3,10.6,3.9,2.1,1.8,12.2,38,6.2,6,2.6,1.2,0.1,0,4.3,0,2.3,1.1,1.8,0.5,19,31.6,4.2,8
